rep_product_id,brand,model,category,capacity,variants,min_price,coupang_search_url,coupang_url
310,울프라운치,그래픽 텐트 데자뷰,백패킹텐트,2,1,201471,https://www.coupang.com/np/search?q=%EC%9A%B8%ED%94%84%EB%9D%BC%EC%9A%B4%EC%B9%98+%EA%B7%B8%EB%9E%98%ED%94%BD+%ED%85%90%ED%8A%B8+%EB%8D%B0%EC%9E%90%EB%B7%B0,https://link.coupang.com/a/ewwydVbCLs
88,쟈칼,블랍 텐트 풀세트,백패킹텐트,3,1,199000,https://www.coupang.com/np/search?q=%EC%9F%88%EC%B9%BC+%EB%B8%94%EB%9E%8D+%ED%85%90%ED%8A%B8+%ED%92%80%EC%84%B8%ED%8A%B8,https://link.coupang.com/a/ewx0ljUuI1
31,쟈칼,코트 텐트,백패킹텐트,1,1,69000,https://www.coupang.com/np/search?q=%EC%9F%88%EC%B9%BC+%EC%BD%94%ED%8A%B8+%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewx06MTBjU
777,제드코리아,이스턴 돔 3,백패킹텐트,2,1,101000,https://www.coupang.com/np/search?q=%EC%A0%9C%EB%93%9C%EC%BD%94%EB%A6%AC%EC%95%84+%EC%9D%B4%EC%8A%A4%ED%84%B4+%EB%8F%94+3,https://link.coupang.com/a/ewx2glhs1Q
99,카르닉,오블리크 경량 백패킹 텐트 1-2인용,백패킹텐트,2,4,98100,https://www.coupang.com/np/search?q=%EC%B9%B4%EB%A5%B4%EB%8B%89+%EC%98%A4%EB%B8%94%EB%A6%AC%ED%81%AC+%EA%B2%BD%EB%9F%89+%EB%B0%B1%ED%8C%A8%ED%82%B9+%ED%85%90%ED%8A%B8+1-2%EC%9D%B8%EC%9A%A9,https://link.coupang.com/a/ewx4t0Aprw
276,켈티,디스커버리 트레일3,백패킹텐트,3,1,185110,https://www.coupang.com/np/search?q=%EC%BC%88%ED%8B%B0+%EB%94%94%EC%8A%A4%EC%BB%A4%EB%B2%84%EB%A6%AC+%ED%8A%B8%EB%A0%88%EC%9D%BC3,https://link.coupang.com/a/ewx8xwBEfQ
463,JEEP,코멘드 포스트 L,오토캠핑텐트,5,1,1569000,https://www.coupang.com/np/search?q=JEEP+%EC%BD%94%EB%A9%98%EB%93%9C+%ED%8F%AC%EC%8A%A4%ED%8A%B8+L,https://link.coupang.com/a/ewsPpcrR7s
390,JEEP,코멘드 포스트 M,오토캠핑텐트,5,1,690000,https://www.coupang.com/np/search?q=JEEP+%EC%BD%94%EB%A9%98%EB%93%9C+%ED%8F%AC%EC%8A%A4%ED%8A%B8+M,https://link.coupang.com/a/ewsQ3TPLUG
581,MSR,틴드하임 2,오토캠핑텐트,2,1,730000,https://www.coupang.com/np/search?q=MSR+%ED%8B%B4%EB%93%9C%ED%95%98%EC%9E%84+2,https://link.coupang.com/a/ewsZ0ZIHvg
373,네이처하이크,NH 빌리지 13 릿지 자동 텐트 티타늄 블랙코팅,오토캠핑텐트,6,1,595000,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+NH+%EB%B9%8C%EB%A6%AC%EC%A7%80+13+%EB%A6%BF%EC%A7%80+%EC%9E%90%EB%8F%99+%ED%85%90%ED%8A%B8+%ED%8B%B0%ED%83%80%EB%8A%84+%EB%B8%94%EB%9E%99%EC%BD%94%ED%8C%85,https://link.coupang.com/a/ewuOF4QL6q
